编号,用途,省市,区县,宗地名称,宗地位置,出让年限 ,交易方式,起始价（万元）,成交价格（万元）,溢价率,成交年份,成交年月,成交时间,出让面积,出让面积,容积率,建筑面积,受让单位,母公司,所属集团公司,建设单位,设计单位,施工单位,监理单位,开工时间,建设用地规划许可证,建设工程规划许可证,竣工时间,全装修要求,装配式建筑比例（%）,单体预制率,约定开工时间,约定竣工时间
4924,工业用地,徐州市,睢宁县,徐州喜来登家具有限公司建工业用地,新城路南、大鸟机工西,50,挂牌,,169,,2015,2,2015/2/5,1.245822,1245.822,2,,,,,,,,,,,,,,,,2015/3/5,2015/8/5
4925,其他商服用地,徐州市,鼓楼区,刘慎强,贾汪区将军大道东侧、老工街北侧,40,挂牌,,312,,2015,2,2015/2/4,0.1657,165.7,1.5,,,,,,,,,,,,,,,,2015/2/4,2015/2/4
4926,工业用地,徐州市,睢宁县,郑州布谷鞋业发展有限公司建工业用地,纬一路南、建宁路西侧,50,挂牌,,178,,2015,2,2015/2/4,1.318131,1318.131,1.5,,,,,,,,,,,,,,,,2015/3/4,2015/8/4
4927,其他商服用地,徐州市,鼓楼区,徐州市贾汪区金圣建设项目管理有限公司,贾汪区206国道西侧、原地税局南侧,40,挂牌,,407,,2015,2,2015/2/4,0.2813,281.3,1.5,,,,,,,,,,,,,,,,2015/2/4,2015/2/4
4928,工业用地,徐州市,睢宁县,徐州冠力工贸有限公司建工业用地,邱双路西、钢铁东路南,50,挂牌,,262,,2015,2,2015/2/4,1.93666,1936.66,2,,,,,,,,,,,,,,,,2015/3/4,2015/8/4
4929,其他商服用地,徐州市,鼓楼区,徐州鼎度商贸有限公司,贾汪区世纪路北侧、民和路西侧、区检察院东侧,40,挂牌,,346,,2015,2,2015/2/4,0.239,239,1.5,,,,,,,,,,,,,,,,2015/2/4,2015/2/4
4930,其他商服用地,徐州市,鼓楼区,徐州金尚置业有限公司,贾汪区大泉办事处闫村，山水大道北、阎山南,40,挂牌,,141,,2015,2,2015/2/4,0.3115,311.5,1.2,,,,,,,,,,,,,,,,2015/11/1,2017/10/31
4931,其他商服用地,徐州市,睢宁县,睢宁县天顺粮食购销有限责任公司建商服用地,李集镇官灵路北、兰州路西,40,挂牌,,930,,2015,1,2015/1/22,1.528443,1528.443,3,,,,,,,,,,,,,,,,2015/8/22,2017/1/22
4932,中低价位、中小套型普通商品住房用地,徐州市,睢宁县,徐州盛世嘉城置业发展有限公司建商住用地,王集镇校前路北、王集中学东,70,挂牌,,1800,,2015,1,2015/1/22,1.983711,1983.711,1.6,,,,,,,,,,,,,,,,2015/8/22,2017/1/22
4933,中低价位、中小套型普通商品住房用地,徐州市,睢宁县,徐州明瑞置业有限公司建商住用地,县经济开发区前进路北、安康路西,70,挂牌,,9593,,2015,1,2015/1/22,6.99857,6998.57,1.5,,,,,,,,,,,,,,,,2016/1/22,2019/1/22
4934,其他商服用地,徐州市,睢宁县,钱静建商业用地,王集镇人民路东侧（原王集镇法庭、派出所）,40,挂牌,,300,,2015,1,2015/1/22,0.24467,244.67,3,,,,,,,,,,,,,,,,2015/8/22,2017/1/22
4935,工业用地,徐州市,新沂市,新沂硕达新材料有限公司（年产30万吨干粉砂浆项目）,北沟街道泰山路北侧,50,挂牌,,110,,2015,1,2015/1/22,0.7632,763.2,2,,,,,,,,,,,,,,,,2015/2/1,2016/2/1
4936,其他商服用地,徐州市,睢宁县,睢宁县东城投资开发有限公司建商业用地,沙集镇徐淮路南、睢朱路西地块一,40,挂牌,,390,,2015,1,2015/1/22,0.571487,571.487,3,,,,,,,,,,,,,,,,2015/8/22,2017/1/22
4937,工业用地,徐州市,新沂市,徐州和欣包装材料科技有限公司,北沟街道长江路西侧,50,挂牌,,107.5,,2015,1,2015/1/22,0.7464,746.4,2,,,,,,,,,,,,,,,,2015/2/1,2016/2/1
4938,工业用地,徐州市,睢宁县,江苏福禄食品有限公司建工业用地,农业示范园长江桂柳南侧、菁华北路西侧,50,挂牌,,208,,2015,1,2015/1/20,1.53724,1537.24,2,,,,,,,,,,,,,,,,2015/2/20,2015/7/20
4939,工业用地,徐州市,睢宁县,江苏信泰机械有限公司建工业用地,北环路北、佳惠机械东,50,挂牌,,437,,2015,1,2015/1/20,3.236448,3236.448,2,,,,,,,,,,,,,,,,2015/2/20,2015/7/20
4940,文体娱乐用地,徐州市,铜山区,徐州市铜山区喻继高艺术之家,棠张镇新庄村,50,挂牌,,92,,2015,1,2015/1/15,0.51,510,1,,,,,,,,,,,,,,,,2015/7/15,2017/7/15
4941,文体娱乐用地,徐州市,铜山区,铜山区海格文化艺术馆,铜山办事处桥上村,50,挂牌,,623,,2015,1,2015/1/15,1.39661,1396.61,0.85,,,,,,,,,,,,,,,,2015/7/15,2017/7/15
4942,工业用地,徐州市,铜山区,徐州隆和木业科技发展有限公司,徐庄镇王桥村,50,挂牌,,420,,2015,1,2015/1/15,2,2000,1,,,,,,,,,,,,,,,,2015/7/15,2017/7/15
4943,工业用地,徐州市,睢宁县,徐州汇德木业有限公司建工业用地,临空产业园苏杭路北侧、观音大道东侧,50,挂牌,,233,,2015,1,2015/1/15,1.724788,1724.788,2,,,,,,,,,,,,,,,,2015/2/15,2015/7/15
4944,,徐州市,铜山区,徐州凯群选矿厂,利国镇利国村,50,挂牌,,212,,2015,1,2015/1/15,0.8381,838.1,1.2,,,,,,,,,,,,,,,,2015/7/15,2017/7/15
4945,,徐州市,铜山区,徐州市陈雷医药连锁有限公司,新区办事处榆庄村,50,挂牌,,50,,2015,1,2015/1/15,0.1637,163.7,1,,,,,,,,,,,,,,,,2015/7/15,2017/7/15
4946,工业用地,徐州市,铜山区,徐州伟天能源有限公司,利国镇马元村,50,挂牌,,440,,2015,1,2015/1/15,2.6667,2666.7,1,,,,,,,,,,,,,,,,2015/7/15,2017/7/15
4947,工业用地,徐州市,铜山区,徐州雷奥医疗设备有限公司,铜山办事处焦山社区,50,挂牌,,602,,2015,1,2015/1/15,2.929749,2929.749,1,,,,,,,,,,,,,,,,2015/7/15,2017/7/15
4948,工业用地,徐州市,铜山区,徐州市久润机械实业有限公司,新区办事处驿城村,50,挂牌,,273,,2015,1,2015/1/15,1.211768,1211.768,1,,,,,,,,,,,,,,,,2015/7/15,2017/7/15
4949,工业用地,徐州市,铜山区,江苏淮海车辆制造有限公司,张集镇孟庄村、孙湾村,50,挂牌,,525,,2015,1,2015/1/15,2.9133,2913.3,1,,,,,,,,,,,,,,,,2015/7/15,2017/7/15
4950,商务金融用地,徐州市,铜山区,徐州沪彭丰源商业管理有限公司,新区办事处驿城村,40,挂牌,,1650,,2015,1,2015/1/15,2.152251,2152.251,4,,,,,,,,,,,,,,,,2015/7/15,2017/7/15
4951,,徐州市,铜山区,徐州乾坤环保科技有限公司,新区办事处滕寨村,50,挂牌,,256,,2015,1,2015/1/15,0.948022,948.022,1,,,,,,,,,,,,,,,,2015/7/15,2017/7/15
4952,工业用地,徐州市,铜山区,徐州市金庆机械科技有限公司,新区办事处二堡社区,50,挂牌,,610,,2015,1,2015/1/15,2.708797,2708.797,1,,,,,,,,,,,,,,,,2015/7/15,2017/7/15
4953,工业用地,徐州市,铜山区,徐州中矿太重采掘机械制造有限公司,新区办事处驿城村,50,挂牌,,200,,2015,1,2015/1/15,1.106113,1106.113,1,,,,,,,,,,,,,,,,2015/7/15,2017/7/15
4954,工业用地,徐州市,铜山区,徐州龙泉工程科技有限公司,新区办事处二堡社区,50,挂牌,,118,,2015,1,2015/1/15,0.521563,521.563,1,,,,,,,,,,,,,,,,2015/7/15,2017/7/15
4955,工业用地,徐州市,铜山区,徐州中矿太重采掘机械制造有限公司,新区办事处驿城村,50,挂牌,,800,,2015,1,2015/1/15,4.441649,4441.649,1,,,,,,,,,,,,,,,,2015/7/15,2017/7/15
4956,工业用地,徐州市,铜山区,徐州市东帆铝厂,新区办事处驿城村,50,挂牌,,375,,2015,1,2015/1/15,1.666668,1666.668,1,,,,,,,,,,,,,,,,2015/7/15,2017/7/15
4957,中低价位、中小套型普通商品住房用地,徐州市,铜山区,徐州新水吕梁建设发展有限公司,利国镇吕梁村、倪园村,70,挂牌,,3696,,2015,1,2015/1/15,7.9466,7946.6,1.05,,,,,,,,,,,,,,,,2015/7/15,2017/7/15
4958,风景名胜设施用地,徐州市,铜山区,徐州新水吕梁建设发展有限公司,伊庄镇吕梁村、倪园村,50,挂牌,,3506,,2015,1,2015/1/15,10.6226,10622.6,0.09,,,,,,,,,,,,,,,,2015/7/15,2017/7/15
4959,文体娱乐用地,徐州市,铜山区,徐州新水吕梁建设发展有限公司,伊庄镇吕梁村、倪园村,50,挂牌,,1230,,2015,1,2015/1/15,3.7315,3731.5,0.07,,,,,,,,,,,,,,,,2015/7/15,2017/7/15
4960,工业用地,徐州市,铜山区,徐州汉杰工程机械有限公司,新区办事处驿城村,50,挂牌,,982,,2015,1,2015/1/15,4.675409,4675.409,1,,,,,,,,,,,,,,,,2015/7/15,2017/7/15
4961,批发零售用地,徐州市,铜山区,徐州市正通新能源有限公司,郑集镇郑西村,40,挂牌,,316,,2015,1,2015/1/15,0.5533,553.3,0.8,,,,,,,,,,,,,,,,2015/7/15,2017/7/15
4962,中低价位、中小套型普通商品住房用地,徐州市,铜山区,徐州天恒置业有限公司,铜山城区北京路西、运河路南、海河路北,40,挂牌,,13200,,2015,1,2015/1/15,4.0629,4062.9,4,,,,,,,,,,,,,,,,2015/7/15,2017/9/15
4963,工业用地,徐州市,铜山区,江苏瑞珀电气设备有限公司,棠张镇位河村,50,挂牌,,168,,2015,1,2015/1/15,0.8,800,1,,,,,,,,,,,,,,,,2015/7/15,2017/7/15
4964,工业用地,徐州市,睢宁县,徐州惠农鸭业有限公司建工业用地,农业示范园菁华北路西侧,50,挂牌,,64,,2015,1,2015/1/15,0.470207,470.207,2,,,,,,,,,,,,,,,,2015/2/15,2017/1/15
4965,工业用地,徐州市,睢宁县,徐州标特福数控科技有限公司建工业用地,高作变电所东侧、徐淮路北侧,50,挂牌,,102,,2015,1,2015/1/15,0.754589,754.589,2,,,,,,,,,,,,,,,,2015/2/15,2017/1/15
4966,其他普通商品住房用地,徐州市,泉山区,徐州沪建房产有限公司泉山区三环南路南玉带大道东商住项目,泉山区三环南路南玉带大道东,40,挂牌,,21010,,2015,1,2015/1/15,6.6681,6668.1,1.05,,徐州沪建房产有限公司,,,,,,,,,,,,,,2016/1/15,2018/1/15
4967,工业用地,徐州市,铜山区,徐州盛宝实业集团有限公司,新区办事处驿城村,50,挂牌,,868,,2015,1,2015/1/15,4.3737,4373.7,1,,徐州盛宝实业集团有限公司,,,,,,,,,,,,,,2015/7/15,2017/7/15
4968,工业用地,徐州市,铜山区,徐州康基混凝土有限公司,新区办事处徐村村,50,挂牌,,343,,2015,1,2015/1/15,1.52177,1521.77,1,,,,,,,,,,,,,,,,2015/7/15,2017/7/15
4969,中低价位、中小套型普通商品住房用地,徐州市,铜山区,臧华,徐庄镇毛庄村,40,挂牌,,64,,2015,1,2015/1/15,0.05831,58.31,1.8,,,,,,,,,,,,,,,,2015/7/15,2017/7/15
4970,工业用地,徐州市,铜山区,徐州奥瑞达煤化机械制造有限公司,新区办事处驿城村,50,挂牌,,544,,2015,1,2015/1/15,2.417387,2417.387,1,,,,,,,,,,,,,,,,2015/7/15,2017/7/15
4971,中低价位、中小套型普通商品住房用地,徐州市,铜山区,徐州古驿建设有限公司,利国镇利国村、墓山村,70,挂牌,,483,,2015,1,2015/1/15,0.53585,535.85,1.4,,,,,,,,,,,,,,,,2015/7/15,2017/7/15
4972,工业用地,徐州市,睢宁县,江苏佳鑫源食品有限公司建工业用地,农业示范园惠农鸭业东、菁华北路西,50,挂牌,,154,,2015,1,2015/1/14,1.134764,1134.764,2,,,,,,,,,,,,,,,,2015/2/14,2015/7/14
4973,其他普通商品住房用地,徐州市,徐州市本级,徐州经济技术开发区国有资产经营有限责任公司徐州经济技术开发区京杭运河以南D地块城镇住宅项目,京杭运河以南、规划路以北,70,挂牌,,36750,,2015,1,2015/1/14,16.32591,16325.91,2.5,,,,,,,,,,,,,,,,2016/1/14,2017/1/14
4974,其他普通商品住房用地,徐州市,徐州市本级,徐州经济技术开发区国有资产经营有限责任公司徐州经济技术开发区京杭运河以南A地块城镇住宅项目,京杭运河以南、规划路以北,70,挂牌,,36555,,2015,1,2015/1/14,16.23753,16237.53,2.5,,,,,,,,,,,,,,,,2016/1/14,2017/1/14
4975,其他商服用地,徐州市,徐州市本级,徐州经济技术开发区国有资产经营有限责任公司徐州经济技术开发区高新路北延以东地块城镇住宅、商服项目,高新路北延以东、规划路以南,70,挂牌,,51900,,2015,1,2015/1/14,23.11034,23110.34,2.5,,,,,,,,,,,,,,,,2016/1/14,2017/1/14
4976,其他普通商品住房用地,徐州市,徐州市本级,徐州经济技术开发区国有资产经营有限责任公司徐州经济技术开发区总部经济园GA线北侧城镇住宅项目,总部经济园GA线北侧,70,挂牌,,27270,,2015,1,2015/1/14,6.7316,6731.6,2,,,,,,,,,,,,,,,,2016/1/14,2017/1/14
4977,其他商服用地,徐州市,邳州市,华星商贸中心建设项目（邳州市润城资产经营集团有限公司）,邳州市万兴路北侧、规划道路东侧,40,挂牌,,4698,,2015,1,2015/1/12,1.043862,1043.862,4,,,,,,,,,,,,,,,,2015/6/30,2018/6/20
4978,工业用地,徐州市,睢宁县,徐州聚龙湾商贸有限公司建工业用地,幸福西路北、白塘河西侧,50,挂牌,,257,,2015,1,2015/1/12,1.900987,1900.987,1.5,,,,,,,,,,,,,,,,2015/2/12,2015/7/12
4979,工业用地,徐州市,邳州市,板材生产（徐州山水木业有限公司）,邳州市土山镇滨河路南侧、镇东路西侧,50,挂牌,,208.58,,2015,1,2015/1/12,1.39071,1390.71,1,,,,,,,,,,,,,,,,2015/1/31,2016/1/30
4980,其他普通商品住房用地,徐州市,新沂市,新沂市铭基置业有限公司,新沂市草桥镇坝头村振兴路东、金桥路北侧,70,挂牌,,1690,,2015,1,2015/1/12,2.81733,2817.33,2,,,,,,,,,,,,,,,,2015/6/12,2017/6/12
4981,其他商服用地,徐州市,邳州市,创业服务中心项目（邳州市润城资产经营集团有限公司）,邳州市建设路西侧,40,挂牌,,2338.9,,2015,1,2015/1/12,0.820994,820.994,4,,,,,,,,,,,,,,,,2015/3/20,2015/12/20
4982,其他普通商品住房用地,徐州市,新沂市,徐州市新沂经济技术开发总公司,新沂经济技术开发区大桥西路北侧、浙江路东侧。,70,挂牌,,12000,,2015,1,2015/1/12,5.3353,5335.3,2.2,,,,,,,,,,,,,,,,2015/7/12,2017/7/12
4983,其他商服用地,徐州市,新沂市,新沂市天下通油料有限公司,新沂市经济开发区大桥西路以北、环城路以西。,40,挂牌,,776,,2015,1,2015/1/12,0.3449,344.9,0.8,,,,,,,,,,,,,,,,2015/1/30,2016/1/30
4984,其他普通商品住房用地,徐州市,新沂市,徐州市新沂经济技术开发总公司,新沂经济技术开发区大桥西路北侧、广东路东侧。,70,挂牌,,7650,,2015,1,2015/1/12,3.3996,3399.6,2.2,,,,,,,,,,,,,,,,2015/7/12,2017/7/12
4985,其他普通商品住房用地,徐州市,新沂市,徐州市新沂经济技术开发总公司,新沂经济开发区大桥西路北侧、浙江路东侧。,70,挂牌,,5460,,2015,1,2015/1/12,2.4276,2427.6,2.2,,,,,,,,,,,,,,,,2015/7/12,2017/7/12
4986,商务金融用地,徐州市,新沂市,新沂市城投置业有限公司,新沂市钟吾路东、人民路北侧,40,挂牌,,6140,,2015,1,2015/1/9,1.5747,1574.7,3.5,,新沂市城投置业有限公司,,,,,,,,,,,,,,2015/7/9,2018/7/9
4987,中低价位、中小套型普通商品住房用地,徐州市,睢宁县,睢宁县润企投资有限公司建商住用地,人民西路南、鸿禧路西地块三,70,挂牌,,14530,,2015,1,2015/1/5,6.942847,6942.847,2.4,,,,,,,,,,,,,,,,2015/8/5,2018/1/5
4988,中低价位、中小套型普通商品住房用地,徐州市,睢宁县,睢宁县润企投资有限公司建住宅用地,人民西路南、鸿禧路西地块二,70,挂牌,,13570,,2015,1,2015/1/5,6.486859,6486.859,2.4,,,,,,,,,,,,,,,,2015/8/5,2018/1/5
4989,中低价位、中小套型普通商品住房用地,徐州市,睢宁县,睢宁县润企投资有限公司建商住用地,人民西路南，鸿禧路西地块一,70,挂牌,,11690,,2015,1,2015/1/5,5.584365,5584.365,2.4,,,,,,,,,,,,,,,,2015/8/5,2018/1/5
4990,中低价位、中小套型普通商品住房用地,徐州市,睢宁县,睢宁县润企投资有限公司建商住用地,人民西路北，鸿禧路西侧,70,挂牌,,13740,,2015,1,2015/1/5,6.558673,6558.673,2.4,,,,,,,,,,,,,,,,2015/8/5,2018/1/5
4991,其他商服用地,徐州市,睢宁县,睢宁县润企投资有限公司建商办用地,永安路北，花径西侧,40,挂牌,,2915,,2015,1,2015/1/5,1.459783,1459.783,1.5,,,,,,,,,,,,,,,,2015/8/5,2017/1/5
4992,中低价位、中小套型普通商品住房用地,徐州市,睢宁县,睢宁县润企投资有限公司建住宅用地,青年路北，城东派出所北侧,70,挂牌,,625,,2015,1,2015/1/5,0.406583,406.583,1.8,,,,,,,,,,,,,,,,2015/8/5,2017/1/5
4993,工业用地,徐州市,邳州市,年产10万立方米塑木复合材料贴面建筑模板及2万吨新型模块支撑体系（江苏兰蒂斯木业有限公司）,邳州市官湖镇上海路南侧,50,挂牌,,1200.5,,2015,1,2015/1/5,8.003413,8003.413,1,,,,,,,,,,,,,,,,2015/2/1,2016/2/1
4994,其他商服用地,徐州市,睢宁县,睢宁县润企投资有限公司建商业（市场）用地,乐园路西侧、人民东路南,40,挂牌,,14710,,2015,1,2015/1/5,8.529579,8529.579,1.5,,,,,,,,,,,,,,,,2015/8/5,2018/1/5
4995,工业用地,徐州市,邳州市,年产5000吨营养黑蒜及黑蒜佐酱生产项目（徐州黎明食品有限公司）,邳州市宿羊山镇青年路南侧,50,挂牌,,430.3,,2015,1,2015/1/5,2.868528,2868.528,1,,,,,,,,,,,,,,,,2015/1/31,2016/12/30
4996,中低价位、中小套型普通商品住房用地,徐州市,丰  县,金牛置业（体育场区块）,人民路北、工农路西侧,70,挂牌,,13656,,2015,1,2015/1/5,3.197689,3197.689,4,,,,,,,,,,,,,,,,2015/7/5,2018/7/4
4997,工业用地,徐州市,邳州市,年产5万吨环保型塑木复合材料及制品（江苏新喜地新材料科技有限公司）,邳州市官湖镇上海路南侧、汇友北路东侧,50,挂牌,,770.8,,2015,1,2015/1/5,5.138441,5138.441,1,,,,,,,,,,,,,,,,2015/1/31,2016/1/31
4998,中低价位、中小套型普通商品住房用地,徐州市,睢宁县,徐州万国房地产开发有限公司建商住用地,中央大街南、人民东路北、徐宁路东地块四,70,挂牌,,8720,,2014,12,2014/12/30,5.588055,5588.055,2.3,,,,,,,,,,,,,,,,2015/7/30,2017/12/30
4999,工业用地,徐州市,新沂市,江苏伊例家食品有限公司（年产30000吨脱水蔬菜类项目）,草桥镇坝头村,50,挂牌,,118.1,,2014,12,2014/12/24,0.8198,819.8,1.2,,,,,,,,,,,,,,,,2015/1/1,2016/1/1
5000,工业用地,徐州市,沛  县,徐州顺泰纺织科技有限公司新上6万锭环锭纺项目,五段镇经四路东侧、徐州绿茵生物科技有限公司北侧,50,挂牌,,236,,2014,12,2014/12/24,1.965,1965,1.5,,徐州顺泰纺织科技有限公司,,,,,,,,,,,,,,2015/4/24,2016/4/24
5001,工业用地,徐州市,新沂市,新沂市华洋金属制品有限公司（年产8万件金属制品生产线项目）,草桥镇坝头村,50,挂牌,,27.4,,2014,12,2014/12/24,0.1897,189.7,1.2,,,,,,,,,,,,,,,,2015/1/1,2015/2/1
5002,中低价位、中小套型普通商品住房用地,徐州市,沛  县,沛县经济开发区发展有限公司马庄安置小区,沛县经济开发区南环路北侧、正大火机西侧,70,挂牌,,9177,,2014,12,2014/12/24,4.0784,4078.4,2.5,,沛县经济开发区发展有限公司,,,,,,,,,,,,,,2015/6/24,2018/6/24
5003,中低价位、中小套型普通商品住房用地,徐州市,沛  县,沛县经济开发区发展有限公司孟王楼安置小区,沛县经济开发区西环路西侧、东风路北侧,70,挂牌,,7395,,2014,12,2014/12/24,3.287,3287,2.5,,沛县经济开发区发展有限公司,,,,,,,,,,,,,,2015/6/24,2018/6/24
5004,公共设施用地,徐州市,沛  县,江苏沛县农村商业银行股份有限公司建杨屯农商行营业部,杨屯镇昭阳大道北侧、华天路西侧、苏鲁商贸城东侧,50,挂牌,,132,,2014,12,2014/12/24,0.3376,337.6,2.5,,江苏沛县农村商业银行股份有限公司,,,,,,,,,,,,,,2015/4/24,2017/4/24
5005,工业用地,徐州市,沛  县,江苏嗨贝克食品有限公司年产5000吨糕点面包食品改扩建,五段镇经四路西侧、徐州绿茵生物科技有限公司对过,50,挂牌,,37,,2014,12,2014/12/24,0.3064,306.4,1.5,,江苏嗨贝克食品有限公司,,,,,,,,,,,,,,2015/4/24,2016/4/24
5006,中低价位、中小套型普通商品住房用地,徐州市,沛  县,沛县经济开发区发展有限公司万顷良田安置小区,沛县经济开发区西环路东侧、萧何路北侧,70,挂牌,,12269,,2014,12,2014/12/24,5.4526,5452.6,2.5,,沛县经济开发区发展有限公司,,,,,,,,,,,,,,2015/6/24,2018/6/24
5007,工业用地,徐州市,沛  县,徐州立澜新能源科技有限公司6MW煤矿塌陷地光伏项目,杨屯镇西仲山村西侧,50,挂牌,,6,,2014,12,2014/12/24,0.0469,46.9,1.2,,徐州立澜新能源科技有限公司,,,,,,,,,,,,,,2015/4/24,2016/4/24
5008,其他商服用地,徐州市,沛  县,沛县城市投资开发有限公司建丽景水岸商服区,新城区写字楼北侧,40,挂牌,,9081,,2014,12,2014/12/24,3.3633,3363.3,3,,沛县城市投资开发有限公司,,,,,,,,,,,,,,2015/4/24,2018/4/24
